MyUnknownColumn,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
871,female,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,4,private,> 10,45,65,64
76,female,group D,some college,standard,none,divorced,regularly,yes,1,school_bus,5 - 10,77,93,88
779,female,group C,associate's degree,standard,none,married,regularly,yes,0,school_bus,< 5,66,76,73
351,male,group E,bachelor's degree,standard,none,widowed,regularly,,1,school_bus,< 5,70,67,64
591,male,group C,associate's degree,free/reduced,,married,sometimes,no,3,private,5 - 10,58,51,47
387,female,group C,some high school,standard,completed,single,regularly,yes,1,school_bus,5 - 10,72,79,84
126,male,group A,associate's degree,standard,none,single,sometimes,no,1,private,5 - 10,63,62,51
432,female,group E,some high school,standard,,single,sometimes,no,2,school_bus,< 5,90,94,93
466,male,group D,associate's degree,free/reduced,none,single,regularly,yes,0,private,< 5,48,39,44
889,male,group A,master's degree,standard,completed,widowed,sometimes,no,2,school_bus,5 - 10,70,70,69
107,male,group D,some college,standard,,married,regularly,yes,3,school_bus,,82,71,65
164,male,group B,some high school,standard,none,married,sometimes,no,3,school_bus,5 - 10,61,62,58
692,female,group E,some college,free/reduced,none,married,never,yes,1,school_bus,> 10,49,53,52
238,male,group D,associate's degree,standard,none,single,sometimes,yes,2,school_bus,< 5,60,48,43
369,male,group B,bachelor's degree,standard,none,divorced,sometimes,yes,1,school_bus,< 5,80,77,79
399,female,group C,some college,standard,completed,married,regularly,yes,2,school_bus,5 - 10,59,65,70
587,male,group A,some college,standard,none,married,regularly,yes,4,school_bus,5 - 10,75,72,64
134,male,group D,associate's degree,standard,completed,divorced,regularly,yes,1,private,5 - 10,77,74,72
128,male,,high school,standard,none,divorced,never,no,2,private,> 10,81,74,66
642,male,group D,some college,standard,completed,married,sometimes,yes,0,private,5 - 10,68,75,75
350,male,group D,some college,standard,completed,married,sometimes,no,1,private,5 - 10,66,56,60
585,male,group C,,free/reduced,completed,divorced,regularly,yes,3,school_bus,5 - 10,44,49,46
805,male,group B,high school,free/reduced,none,married,regularly,no,1,school_bus,< 5,47,54,50
94,male,group B,master's degree,free/reduced,none,married,sometimes,no,1,school_bus,5 - 10,74,90,82
514,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,5,private,5 - 10,53,51,49
314,male,group D,some college,standard,,married,sometimes,yes,1,school_bus,> 10,78,71,72
74,female,group C,some college,free/reduced,,single,regularly,yes,1,private,,54,64,68
190,male,group B,associate's degree,standard,none,married,never,yes,3,private,> 10,90,92,82
989,male,group B,associate's degree,free/reduced,completed,married,regularly,no,1,school_bus,5 - 10,56,56,51
537,female,group E,associate's degree,standard,none,married,sometimes,yes,0,school_bus,5 - 10,61,65,63
274,female,group D,some college,standard,completed,married,sometimes,no,2,private,5 - 10,45,54,58
583,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,5 - 10,87,97,97
83,male,group A,bachelor's degree,standard,none,married,never,no,1,private,> 10,69,53,54
466,male,group C,some high school,standard,completed,married,regularly,no,1,private,5 - 10,67,69,65
725,male,group C,some college,standard,completed,married,regularly,yes,3,school_bus,5 - 10,69,63,64
323,male,group C,,free/reduced,none,married,sometimes,no,2,school_bus,< 5,56,62,54
390,male,group D,high school,standard,completed,married,sometimes,yes,2,private,5 - 10,57,60,65
200,male,group C,some high school,standard,completed,married,,no,3,school_bus,5 - 10,65,69,65
155,male,group C,associate's degree,standard,completed,single,sometimes,yes,0,school_bus,< 5,55,52,51
773,male,group E,,standard,none,married,sometimes,,1,school_bus,< 5,78,68,69
274,male,group C,associate's degree,free/reduced,completed,married,regularly,yes,1,school_bus,5 - 10,45,45,49
525,male,,some college,standard,none,single,sometimes,yes,3,private,> 10,70,60,60
916,male,group E,some high school,standard,completed,married,sometimes,yes,2,school_bus,< 5,89,84,78
642,male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,5,school_bus,< 5,63,66,66
309,female,,associate's degree,standard,none,married,regularly,no,3,school_bus,5 - 10,52,54,61
828,female,group C,some high school,standard,completed,single,sometimes,yes,3,private,5 - 10,45,43,54
652,male,group B,,standard,,single,never,no,2,private,< 5,66,65,64
9,female,group D,some high school,standard,completed,married,sometimes,yes,0,,5 - 10,72,79,83
693,male,group B,associate's degree,standard,none,married,sometimes,yes,1,,5 - 10,88,86,69
173,male,group E,,standard,completed,married,never,yes,0,private,5 - 10,82,71,72
231,male,group C,associate's degree,standard,completed,married,sometimes,yes,1,private,< 5,84,77,73
450,male,group C,associate's degree,free/reduced,completed,married,regularly,yes,1,school_bus,5 - 10,46,53,51
357,female,group B,,standard,,married,sometimes,no,1,private,5 - 10,49,51,50
286,female,group C,some high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,53,66,58
783,female,group D,high school,standard,none,married,sometimes,yes,0,school_bus,< 5,50,60,57
782,female,group C,some high school,free/reduced,completed,married,sometimes,yes,3,,< 5,28,38,35
233,female,group E,some high school,standard,,,regularly,yes,1,private,5 - 10,55,64,65
342,male,group B,high school,free/reduced,none,divorced,sometimes,yes,2,school_bus,< 5,47,49,35
215,female,group C,associate's degree,standard,none,single,regularly,yes,0,private,5 - 10,90,98,96
347,female,,some high school,free/reduced,,married,sometimes,yes,1,private,< 5,70,81,80
25,male,group D,,standard,completed,divorced,regularly,yes,2,school_bus,> 10,59,64,59
956,male,group C,some college,standard,none,married,regularly,yes,0,private,5 - 10,86,88,83
145,female,group D,some high school,standard,none,married,sometimes,yes,1,private,> 10,85,90,88
863,female,group B,high school,free/reduced,none,married,sometimes,yes,3,private,5 - 10,57,65,57
496,male,group B,master's degree,standard,none,married,never,no,3,school_bus,< 5,60,65,60
907,male,group C,high school,standard,none,divorced,sometimes,yes,4,school_bus,5 - 10,45,34,29
503,female,group B,some high school,standard,none,single,sometimes,yes,3,school_bus,< 5,85,94,89
699,male,group B,some college,free/reduced,none,divorced,regularly,yes,4,school_bus,> 10,56,56,57
942,female,group C,some college,standard,completed,married,never,yes,5,private,5 - 10,63,67,76
822,female,group C,associate's degree,standard,none,single,sometimes,yes,1,school_bus,< 5,55,77,69
169,male,,,standard,,married,never,yes,2,school_bus,5 - 10,67,62,54
901,female,group B,some high school,free/reduced,completed,single,regularly,yes,2,,5 - 10,45,71,68
451,female,group D,some high school,free/reduced,none,married,sometimes,yes,4,school_bus,5 - 10,53,69,65
361,female,group B,some college,free/reduced,completed,married,regularly,yes,3,private,5 - 10,25,40,45
366,female,group C,some college,standard,,married,sometimes,no,1,private,5 - 10,61,73,69
843,female,group E,some college,free/reduced,none,divorced,sometimes,no,4,,> 10,60,58,59
212,male,group C,high school,free/reduced,none,divorced,never,no,3,private,5 - 10,53,55,49
310,female,group C,high school,standard,,divorced,regularly,yes,2,school_bus,< 5,84,94,92
112,female,group D,bachelor's degree,standard,none,married,sometimes,yes,1,private,,100,98,100
960,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,1,private,< 5,68,88,88
539,female,group C,high school,free/reduced,none,married,sometimes,no,1,school_bus,> 10,49,64,62
456,female,group B,some college,standard,completed,married,regularly,yes,0,school_bus,5 - 10,93,91,100
887,male,group C,bachelor's degree,standard,none,divorced,regularly,yes,1,,> 10,82,77,73
342,female,group B,associate's degree,standard,none,divorced,sometimes,no,1,private,5 - 10,66,74,69
650,female,group D,some college,free/reduced,none,married,regularly,yes,1,school_bus,> 10,71,82,80
322,female,group C,some college,standard,none,married,regularly,yes,2,private,< 5,70,80,80
946,female,group C,bachelor's degree,standard,completed,single,,no,2,private,5 - 10,58,74,76
231,female,group C,associate's degree,standard,none,divorced,sometimes,yes,3,,5 - 10,81,87,80
471,male,group C,some high school,standard,completed,married,regularly,no,2,school_bus,,53,59,60
630,male,group E,master's degree,free/reduced,completed,married,sometimes,yes,2,private,< 5,84,73,77
673,male,group C,some high school,free/reduced,none,married,regularly,yes,3,school_bus,5 - 10,47,41,41
725,male,group A,some college,standard,none,divorced,never,yes,4,private,5 - 10,53,54,49
659,male,group A,bachelor's degree,standard,,married,regularly,yes,1,school_bus,< 5,73,65,71
744,female,group B,,free/reduced,none,single,sometimes,no,1,school_bus,5 - 10,55,63,63
329,female,group B,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,39,54,49
110,male,group E,,standard,none,divorced,regularly,yes,3,,> 10,100,89,87
995,male,group C,associate's degree,standard,completed,married,never,yes,4,private,> 10,69,64,68
462,female,group B,associate's degree,standard,completed,divorced,sometimes,no,5,school_bus,< 5,69,85,84
140,female,group C,high school,free/reduced,none,married,never,yes,2,school_bus,> 10,52,64,61
867,male,group D,master's degree,standard,completed,widowed,regularly,yes,0,school_bus,< 5,97,85,86
192,female,group B,associate's degree,standard,none,married,sometimes,yes,0,,> 10,97,94,90
15,male,,master's degree,standard,none,single,regularly,no,1,private,5 - 10,88,94,96
23,female,group B,some high school,free/reduced,none,married,sometimes,yes,2,,5 - 10,49,46,50
479,female,group E,bachelor's degree,standard,none,married,regularly,no,2,private,> 10,100,97,100
592,male,group B,some high school,standard,completed,single,sometimes,no,3,school_bus,< 5,55,55,57
88,male,group A,associate's degree,standard,completed,single,sometimes,yes,5,school_bus,5 - 10,80,80,83
493,female,group E,,standard,none,divorced,regularly,yes,5,private,5 - 10,97,95,93
53,male,group D,some college,standard,completed,divorced,regularly,yes,4,private,5 - 10,89,88,84
455,male,group E,some college,free/reduced,completed,widowed,never,no,3,,5 - 10,56,43,49
13,female,group B,master's degree,standard,completed,single,sometimes,yes,5,private,< 5,57,75,75
859,male,group C,some high school,standard,completed,single,never,yes,5,school_bus,< 5,76,89,82
841,female,group C,associate's degree,standard,none,married,regularly,no,1,school_bus,5 - 10,74,80,87
846,male,group C,high school,standard,none,married,sometimes,no,4,private,5 - 10,80,67,62
834,female,group C,some high school,standard,completed,married,never,yes,0,school_bus,< 5,59,73,71
950,male,,some high school,standard,none,married,sometimes,no,1,school_bus,< 5,64,55,51
20,female,group D,associate's degree,standard,none,married,sometimes,yes,4,private,> 10,70,74,81
963,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1,private,5 - 10,75,86,90
603,male,group C,high school,standard,none,married,sometimes,yes,1,school_bus,< 5,73,65,70
32,male,group E,bachelor's degree,free/reduced,completed,single,never,yes,2,school_bus,5 - 10,92,86,85
849,male,group E,high school,standard,none,single,sometimes,yes,3,school_bus,5 - 10,69,64,62
787,male,group D,associate's degree,standard,none,married,,yes,3,school_bus,5 - 10,75,69,69
859,female,group C,high school,standard,completed,married,sometimes,yes,0,school_bus,5 - 10,72,85,86
646,male,group C,some college,standard,none,married,regularly,,3,private,5 - 10,72,70,65
122,male,group B,high school,standard,completed,single,sometimes,yes,4,private,5 - 10,81,74,69
378,female,group B,high school,standard,completed,divorced,regularly,yes,2,private,5 - 10,77,85,84
136,female,,high school,free/reduced,none,married,sometimes,no,3,private,5 - 10,64,69,65
91,female,group C,associate's degree,free/reduced,none,single,sometimes,no,1,private,5 - 10,56,64,62
86,female,group D,some college,free/reduced,completed,married,sometimes,yes,0,private,< 5,77,88,92
868,female,group B,high school,free/reduced,none,married,never,yes,4,school_bus,< 5,65,78,74
475,female,group E,some college,standard,completed,divorced,sometimes,yes,0,school_bus,< 5,79,81,86
254,female,group B,some high school,standard,,married,regularly,yes,1,private,5 - 10,52,60,63
999,female,group C,bachelor's degree,standard,none,single,sometimes,no,1,private,< 5,65,71,66
135,male,group C,bachelor's degree,standard,none,married,sometimes,yes,1,,< 5,56,54,47
200,male,group C,associate's degree,standard,none,divorced,never,no,2,private,5 - 10,54,52,53
42,male,group C,some college,standard,none,divorced,sometimes,yes,3,school_bus,< 5,64,45,48
732,male,group B,high school,standard,completed,married,regularly,yes,5,private,5 - 10,86,86,84
262,female,group C,bachelor's degree,standard,completed,married,regularly,no,1,school_bus,5 - 10,72,82,86
122,male,,bachelor's degree,standard,none,married,sometimes,yes,2,,5 - 10,80,78,79
676,female,group C,bachelor's degree,standard,completed,divorced,sometimes,no,4,school_bus,5 - 10,92,98,99
216,female,group C,some college,standard,none,married,sometimes,no,2,school_bus,> 10,58,66,66
119,male,group E,associate's degree,free/reduced,completed,single,sometimes,yes,1,school_bus,> 10,88,83,88
441,female,group D,high school,standard,none,divorced,regularly,yes,1,school_bus,< 5,68,73,69
924,female,group C,some college,free/reduced,none,married,regularly,yes,3,school_bus,< 5,36,54,54
974,female,group E,,free/reduced,none,married,sometimes,yes,3,private,5 - 10,68,71,71
613,female,group A,some college,standard,completed,divorced,sometimes,yes,1,private,> 10,63,82,79
328,female,group B,master's degree,free/reduced,,married,never,yes,3,,5 - 10,62,78,77
488,male,group C,some high school,free/reduced,none,married,sometimes,yes,1,private,5 - 10,52,54,50
651,female,group E,some college,standard,none,married,never,yes,7,school_bus,5 - 10,49,65,61
307,male,group A,associate's degree,free/reduced,none,single,sometimes,yes,3,school_bus,5 - 10,60,62,55
297,male,group E,some college,standard,none,married,sometimes,yes,1,school_bus,5 - 10,51,47,41
426,male,group D,some college,standard,none,single,regularly,no,3,school_bus,5 - 10,62,70,65
184,male,group D,some college,standard,completed,divorced,regularly,no,3,school_bus,5 - 10,73,76,76
896,male,group E,associate's degree,standard,none,single,sometimes,no,3,school_bus,< 5,71,66,56
873,male,group B,some high school,free/reduced,none,single,sometimes,no,3,school_bus,5 - 10,45,45,35
912,female,group E,some high school,free/reduced,none,single,sometimes,yes,3,school_bus,5 - 10,55,59,56
704,male,group B,bachelor's degree,standard,none,divorced,regularly,yes,2,school_bus,5 - 10,88,82,80
607,female,group A,master's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,89,100,100
610,male,group D,some high school,standard,none,married,sometimes,yes,1,private,> 10,41,43,46
855,male,group C,associate's degree,standard,completed,,regularly,no,3,private,< 5,72,62,64
586,female,group C,some high school,free/reduced,none,single,sometimes,yes,1,school_bus,5 - 10,37,45,47
366,female,group E,associate's degree,standard,none,married,never,no,3,school_bus,< 5,79,80,81
277,female,group B,,free/reduced,,married,regularly,no,1,private,5 - 10,71,83,76
568,female,group D,some high school,standard,completed,married,regularly,yes,3,private,,72,86,90
527,female,group D,high school,free/reduced,none,married,sometimes,yes,4,school_bus,5 - 10,43,57,61
851,male,group B,high school,standard,completed,married,regularly,yes,2,school_bus,5 - 10,62,62,62
645,male,group B,some college,free/reduced,none,married,sometimes,yes,6,private,5 - 10,63,66,64
826,male,group C,high school,free/reduced,completed,divorced,never,yes,1,private,< 5,29,33,30
928,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,3,private,< 5,45,38,40
307,male,group B,some college,free/reduced,none,single,regularly,yes,0,school_bus,< 5,30,25,29
411,male,group B,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,5 - 10,75,79,65
209,male,,some high school,standard,none,married,sometimes,yes,4,private,< 5,46,43,42
930,female,group E,high school,standard,,,sometimes,yes,4,private,5 - 10,88,96,91
459,male,,bachelor's degree,free/reduced,none,married,regularly,yes,4,school_bus,< 5,75,83,73
138,male,group C,some college,standard,completed,married,sometimes,yes,1,school_bus,5 - 10,53,59,61
858,female,group B,some college,standard,none,married,sometimes,no,1,,5 - 10,50,67,59
615,female,group B,some college,free/reduced,none,divorced,regularly,yes,2,school_bus,> 10,58,63,61
858,male,group D,some high school,free/reduced,none,married,regularly,yes,5,school_bus,5 - 10,53,49,47
241,male,group D,,standard,none,married,sometimes,yes,3,school_bus,5 - 10,94,97,92
16,male,group B,some college,standard,completed,single,sometimes,no,4,school_bus,< 5,97,93,89
274,male,group C,high school,free/reduced,none,divorced,sometimes,yes,1,,< 5,49,51,40
474,male,group A,some high school,standard,none,single,regularly,yes,6,school_bus,< 5,74,72,68
787,male,group A,associate's degree,free/reduced,none,single,sometimes,no,2,school_bus,5 - 10,55,47,49
194,male,group B,high school,standard,completed,married,regularly,no,4,school_bus,5 - 10,88,81,78
139,male,group C,some college,free/reduced,completed,divorced,sometimes,yes,3,school_bus,5 - 10,70,77,71
602,male,group C,some high school,free/reduced,none,single,regularly,yes,0,private,< 5,38,36,35
975,female,group B,high school,free/reduced,,single,never,no,1,private,5 - 10,24,26,22
116,female,group E,associate's degree,standard,none,married,regularly,yes,0,school_bus,5 - 10,99,100,99
641,male,group B,some high school,standard,none,married,sometimes,yes,2,private,< 5,77,80,73
840,female,,high school,standard,none,married,,no,1,school_bus,5 - 10,82,90,81
538,female,group C,some college,standard,none,divorced,sometimes,no,5,private,5 - 10,78,94,93
426,female,group D,some high school,free/reduced,none,single,regularly,yes,1,private,< 5,48,57,60
521,male,group D,associate's degree,standard,none,married,sometimes,no,5,private,5 - 10,70,65,57
713,male,group B,bachelor's degree,free/reduced,completed,single,regularly,yes,0,school_bus,< 5,61,65,66
748,female,group C,associate's degree,standard,none,married,regularly,,0,school_bus,> 10,94,100,100
109,female,group B,some high school,standard,none,single,regularly,no,3,school_bus,5 - 10,72,64,73
121,female,group B,some high school,standard,completed,divorced,regularly,yes,2,school_bus,< 5,51,61,66
473,female,group D,some high school,standard,none,married,sometimes,no,5,private,> 10,57,66,60
697,male,,some college,free/reduced,completed,single,never,no,1,school_bus,5 - 10,67,69,71
696,female,group D,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,< 5,91,94,100
879,female,group E,master's degree,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,70,83,89
30,female,group D,bachelor's degree,standard,none,married,sometimes,yes,2,private,< 5,81,77,87
946,female,group C,high school,standard,completed,single,regularly,yes,4,school_bus,< 5,56,68,70
658,female,group D,high school,standard,none,single,sometimes,yes,3,school_bus,5 - 10,65,87,88
940,male,group C,associate's degree,standard,completed,married,sometimes,yes,2,private,< 5,64,75,68
234,male,group E,associate's degree,free/reduced,none,,sometimes,yes,3,school_bus,5 - 10,66,61,58
758,male,group C,high school,free/reduced,completed,married,regularly,yes,4,private,5 - 10,55,46,47
916,male,group C,some college,free/reduced,none,divorced,sometimes,no,2,private,5 - 10,70,67,67
360,female,group C,associate's degree,free/reduced,completed,single,sometimes,no,3,private,5 - 10,80,81,87
691,male,group E,,free/reduced,completed,single,regularly,yes,3,private,5 - 10,64,59,59
900,male,group C,some high school,standard,,single,never,no,1,private,> 10,79,71,64
247,male,group D,high school,standard,none,married,,yes,5,school_bus,< 5,83,78,71
909,female,group C,high school,standard,completed,single,sometimes,no,2,private,5 - 10,68,71,70
129,male,,associate's degree,standard,completed,married,regularly,no,1,,< 5,88,81,84
378,female,group B,some college,free/reduced,,married,regularly,no,1,school_bus,5 - 10,41,38,42
284,female,group E,high school,standard,completed,married,sometimes,yes,0,private,5 - 10,83,98,97
471,male,group D,high school,standard,none,married,sometimes,no,2,school_bus,5 - 10,62,57,48
355,female,group C,some high school,standard,none,married,sometimes,yes,3,school_bus,< 5,59,70,63
329,female,,high school,standard,completed,married,regularly,no,2,private,> 10,97,96,100
540,female,group D,,free/reduced,none,married,regularly,no,2,school_bus,< 5,54,64,64
631,male,group B,some high school,standard,none,married,sometimes,yes,4,private,> 10,94,79,79
800,female,group C,some high school,standard,none,single,sometimes,no,1,private,5 - 10,75,86,84
368,female,group D,some college,free/reduced,,married,regularly,no,3,private,5 - 10,59,56,63
625,male,,high school,standard,completed,married,sometimes,yes,3,school_bus,< 5,65,60,53
413,male,group D,some college,free/reduced,none,married,regularly,no,2,school_bus,5 - 10,45,54,47
906,male,group B,bachelor's degree,standard,completed,married,regularly,yes,3,private,5 - 10,100,95,94
233,male,group B,some college,standard,completed,divorced,regularly,yes,1,private,5 - 10,95,83,89
139,male,group E,some college,standard,,married,sometimes,no,4,private,5 - 10,71,64,62
49,male,group E,some college,standard,none,married,sometimes,yes,4,school_bus,5 - 10,94,86,78
742,male,group D,some high school,standard,none,married,never,yes,3,school_bus,> 10,71,68,67
979,male,group D,some high school,standard,completed,single,regularly,yes,5,private,5 - 10,84,82,76
637,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,2,school_bus,5 - 10,58,61,65
641,male,group B,associate's degree,standard,none,,never,yes,4,,> 10,28,27,25
818,male,group D,some college,standard,none,married,sometimes,yes,1,private,,55,50,51
667,male,group B,associate's degree,free/reduced,none,married,regularly,no,2,private,5 - 10,61,58,53
846,male,group A,associate's degree,standard,none,single,never,yes,0,school_bus,5 - 10,76,70,63
980,male,group B,some college,standard,none,single,sometimes,yes,1,private,< 5,84,74,78
212,male,group C,high school,free/reduced,none,married,never,yes,1,private,< 5,57,59,48
577,male,group C,some college,standard,completed,single,sometimes,no,4,school_bus,5 - 10,63,61,61
852,female,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,1,school_bus,> 10,73,96,90
392,female,group E,master's degree,standard,completed,single,sometimes,yes,5,school_bus,5 - 10,98,100,99
828,female,group D,,standard,completed,,sometimes,no,4,private,< 5,68,82,83
902,male,group D,associate's degree,standard,none,married,regularly,no,1,school_bus,> 10,98,89,92
572,male,group B,associate's degree,standard,completed,divorced,sometimes,no,1,private,< 5,80,72,75
511,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,55,49,41
134,female,group C,some college,standard,none,single,regularly,yes,2,private,5 - 10,54,69,60
783,female,,high school,standard,none,married,regularly,yes,2,school_bus,< 5,59,76,69
993,male,group D,associate's degree,standard,none,divorced,regularly,yes,0,private,< 5,99,88,87
737,male,group D,associate's degree,standard,none,divorced,sometimes,no,1,private,5 - 10,97,85,86
672,female,group B,high school,standard,completed,married,sometimes,yes,1,school_bus,5 - 10,62,78,74
268,female,group E,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,1,school_bus,5 - 10,76,82,83
125,female,group E,high school,free/reduced,none,single,sometimes,yes,0,private,5 - 10,76,87,83
572,female,group B,high school,standard,none,divorced,sometimes,yes,2,school_bus,5 - 10,54,66,67
912,male,group B,associate's degree,standard,none,divorced,regularly,yes,4,private,,94,86,84
256,male,group E,high school,free/reduced,none,married,sometimes,no,2,private,< 5,64,50,50
892,male,group C,some high school,standard,none,divorced,sometimes,yes,2,private,5 - 10,72,76,73
743,male,group D,associate's degree,free/reduced,none,divorced,regularly,no,1,school_bus,< 5,68,66,64
991,female,group E,some high school,standard,completed,married,regularly,no,3,private,< 5,84,86,86
990,female,group B,some high school,standard,completed,married,regularly,yes,6,school_bus,< 5,82,89,96
988,female,group D,associate's degree,standard,none,divorced,sometimes,yes,1,school_bus,< 5,39,50,53
204,female,group A,some college,standard,none,married,regularly,no,4,school_bus,5 - 10,51,70,67
871,female,group A,high school,standard,none,married,regularly,yes,1,private,5 - 10,44,57,58
502,female,group D,some high school,free/reduced,completed,widowed,regularly,yes,2,private,5 - 10,54,68,69
745,male,group D,associate's degree,standard,none,single,sometimes,yes,3,school_bus,> 10,70,60,56
630,male,group A,master's degree,standard,none,married,sometimes,no,1,private,< 5,81,76,74
984,female,group D,high school,standard,none,married,sometimes,yes,2,school_bus,5 - 10,89,96,90
573,male,group D,associate's degree,free/reduced,none,married,sometimes,no,3,school_bus,> 10,55,60,55
264,female,group E,high school,standard,none,married,regularly,no,2,,5 - 10,70,80,77
694,male,group D,some high school,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,86,80,85
107,male,group B,some college,standard,completed,single,regularly,no,3,school_bus,5 - 10,78,77,82
729,male,group C,some high school,standard,none,married,sometimes,no,1,school_bus,> 10,71,72,67
461,female,group A,bachelor's degree,standard,completed,,regularly,no,2,school_bus,5 - 10,67,80,88
616,female,group E,associate's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,97,96,96
466,male,group D,associate's degree,standard,completed,married,never,no,2,school_bus,< 5,63,65,64
741,male,group C,some high school,standard,completed,married,never,yes,1,private,> 10,72,75,74
876,female,group C,some college,free/reduced,none,married,regularly,yes,3,private,> 10,57,62,69
887,female,group D,high school,standard,none,married,sometimes,no,1,school_bus,5 - 10,85,87,90
114,male,group B,,standard,none,married,regularly,no,3,,< 5,55,51,47
453,female,group E,some high school,standard,completed,married,sometimes,yes,3,school_bus,> 10,73,70,80
376,female,group D,master's degree,free/reduced,none,married,regularly,yes,1,private,5 - 10,52,55,50
556,male,group E,,standard,none,married,sometimes,no,2,school_bus,5 - 10,78,72,68
224,male,group C,high school,standard,none,single,sometimes,yes,1,school_bus,5 - 10,64,51,48
407,male,group C,some high school,free/reduced,completed,married,sometimes,no,3,,,68,72,67
169,male,group E,high school,standard,none,married,regularly,yes,1,private,5 - 10,72,69,58
710,female,group C,bachelor's degree,standard,none,single,sometimes,yes,3,private,< 5,64,61,69
514,male,group C,high school,standard,none,married,regularly,no,7,school_bus,< 5,52,50,48
857,male,,high school,free/reduced,none,divorced,sometimes,no,2,school_bus,5 - 10,57,50,49
846,female,group D,some college,free/reduced,completed,married,sometimes,no,3,private,5 - 10,64,76,76
135,female,group B,master's degree,free/reduced,completed,married,sometimes,no,3,school_bus,5 - 10,64,72,72
496,male,group C,associate's degree,free/reduced,none,married,regularly,no,2,school_bus,5 - 10,72,71,67
4,male,group C,some college,free/reduced,none,single,regularly,yes,2,school_bus,5 - 10,53,51,50
385,male,group E,associate's degree,standard,none,divorced,sometimes,yes,2,school_bus,,87,88,81
802,female,group C,bachelor's degree,standard,completed,single,regularly,no,2,school_bus,< 5,69,81,88
144,male,group E,associate's degree,standard,none,,never,no,5,private,> 10,97,92,90
209,female,,,standard,completed,married,sometimes,no,1,private,5 - 10,62,76,75
82,male,group E,associate's degree,standard,none,married,sometimes,no,6,,> 10,85,73,69
619,female,group B,high school,standard,completed,divorced,sometimes,yes,4,private,5 - 10,44,59,62
667,female,group D,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,5 - 10,78,79,87
331,male,group C,associate's degree,standard,completed,married,regularly,yes,0,school_bus,< 5,79,78,78
842,male,group D,some high school,standard,completed,married,regularly,yes,2,private,5 - 10,69,62,61
854,male,group D,some high school,standard,completed,single,regularly,no,5,private,> 10,69,66,73
504,female,group D,high school,standard,none,married,regularly,yes,1,school_bus,< 5,81,84,85
73,male,group D,some college,standard,completed,married,regularly,yes,3,school_bus,< 5,66,58,60
854,female,group D,some high school,free/reduced,none,single,sometimes,yes,2,school_bus,5 - 10,53,54,55
674,male,group B,high school,standard,completed,married,sometimes,yes,0,private,> 10,83,83,76
467,male,group E,some college,standard,none,single,sometimes,yes,2,private,> 10,88,81,79
126,male,group B,high school,standard,none,married,sometimes,yes,1,school_bus,> 10,56,51,45
991,female,,some college,standard,completed,married,regularly,yes,5,private,,98,100,100
610,female,group B,associate's degree,standard,none,single,sometimes,yes,3,school_bus,5 - 10,76,96,86
452,female,group B,some college,standard,none,married,sometimes,no,3,private,5 - 10,93,86,92
773,female,group E,high school,standard,,single,regularly,no,2,private,5 - 10,96,91,86
660,male,group A,some high school,standard,completed,divorced,regularly,no,6,school_bus,,58,55,57
48,male,group D,high school,free/reduced,completed,married,never,no,5,,> 10,65,67,69
251,male,group B,associate's degree,free/reduced,none,married,regularly,yes,3,private,5 - 10,76,80,76
440,male,group A,some college,free/reduced,none,single,sometimes,yes,5,,5 - 10,47,40,35
459,male,group C,bachelor's degree,standard,none,divorced,regularly,no,3,school_bus,5 - 10,97,94,92
989,female,group D,some college,free/reduced,completed,married,regularly,yes,3,school_bus,5 - 10,69,87,85
618,male,group D,some high school,free/reduced,none,single,sometimes,yes,0,private,5 - 10,64,53,42
156,female,group C,high school,free/reduced,none,divorced,regularly,yes,1,school_bus,< 5,52,61,65
40,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,2,private,< 5,62,78,74
662,female,group D,high school,standard,completed,single,sometimes,yes,2,private,5 - 10,67,81,77
845,female,group D,high school,free/reduced,none,married,sometimes,no,4,school_bus,< 5,67,80,74
571,male,group D,,standard,none,single,regularly,no,3,private,5 - 10,64,66,66
